first_name,last_name,location,linkedin,email,current_title_and_company,prior_title_and_company,school_and_degree,climate_interest_reason,created_at,status,internal_notes
Ben,Brown,Miami,https://linkedin.com/in/benbrown,ben1905@outlook.com,Business Development @ Nonprofit,,NYU - Marketing,Exploring whether climate is a space worth committing to.,2026-02-09T00:54:31Z,applied,
Noah,Mitchell,Paris,,nmitchell@gmail.com,Technical Co-founder @ Self-employed,Product Manager (non-technical) at Coinbase,NYU - Marketing,Curious whether distributed systems problems show up in climate infra.,2026-01-18T16:32:52Z,confirmed,
Theo,Edwards,TX,,theo.edwards@outlook.com,Recruiter,,Cambridge - Engineering,Just expanding my network.,2026-02-16T02:06:12Z,accepted,
Casey,Young,New York,https://linkedin.com/in/caseyyoung,cyoung@gmail.com,Product Manager (non-technical) @ Nonprofit,,Community College,Exploring whether climate is a space worth committing to.,2026-01-03T08:44:57Z,applied,
Rahul,Allen,Toronto,,rallen@yahoo.com,Airbnb,Sales Director at Stripe,Stanford - CS,Just curious about the startup scene.,2026-02-22T13:56:20Z,applied,
Jackson,Hall,Los Angeles,https://linkedin.com/in/jacksonhall,jhall@gmail.com,Talent Lead,Sales Director @ Shopify,Stanford - CS,Exploring whether climate companies hire differently.,2026-02-18T10:47:19Z,applied,
Elena,Thomas,New York,https://linkedin.com/in/elenathomas,elenathomas@outlook.com,Product Manager (non-technical) @ Stripe,Sales Director at Stripe,Harvard - Economics,Just curious about the startup scene.,2026-02-03T19:45:13Z,applied,
Morgan,Clark,NYC,https://linkedin.com/in/morganclark,morgan1912@outlook.com,Business Development,ML Engineer @ Early-stage startup,Stanford - CS,Exploring whether climate is a space worth committing to.,2026-02-10T09:27:31Z,accepted,Probably not serious.
Nina,Gonzalez,Toronto,https://linkedin.com/in/ninagonzalez,nina1913@outlook.com,AI Researcher,Full Stack Engineer at Early-stage startup,,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-02T11:41:24Z,accepted,
Claire,King,Los Angeles,https://linkedin.com/in/claireking,claire1914@yahoo.com,AI Researcher at Coinbase,,Community College,Curious whether distributed systems problems show up in climate infra.,2026-01-22T08:29:55Z,applied,
Keiko,Hernandez,London,https://linkedin.com/in/keikohernandez,keiko1915@yahoo.com,Community Lead,,UCLA - Design,Just curious about the startup scene.,2026-01-27T16:16:23Z,accepted,
Theo,Taylor,Canada,https://linkedin.com/in/theotaylor,theo1916@gmail.com,Full Stack Engineer @ University,,Oxford - PPE,I'm a technical founder exploring climate SaaS opportunities.,2026-01-12T09:31:41Z,applied,
Mason,Lopez,SF,,mlopez@yahoo.com,Full Stack Engineer at Airbnb,MBA Candidate @ VC Fund,,I'm a technical founder exploring climate SaaS opportunities.,2026-01-07T10:42:31Z,confirmed,
Elena,Mitchell,Denver,https://linkedin.com/in/elenamitchell,elenamitchell@protonmail.com,Startup Founder (exploring) at Family Office,Stripe,UCLA - Design,Considering building something but still ideating.,2026-01-29T08:47:25Z,confirmed,
Marcus,Singh,NYC,https://linkedin.com/in/marcussingh,marcussingh@gmail.com,MBA Candidate at Stripe,Product Manager (non-technical) @ University,Stanford - CS,I want to meet interesting people.,2026-01-02T22:13:41Z,applied,Likely strong founder.
Taylor,Moore,Bay Area,https://linkedin.com/in/taylormoore,tmoore@gmail.com,Nonprofit,,Community College,Just curious about the startup scene.,2026-02-18T03:29:18Z,accepted,
Rahul,Mitchell,London,,rahul.mitchell@yahoo.com,Operations Manager at Nonprofit,Early-stage startup,High School Senior,I'm exploring startup careers and curious about climate.,2026-02-11T02:12:12Z,applied,
Sam,Nguyen,USA,https://linkedin.com/in/samnguyen,snguyen@gmail.com,VC Fund,Recruiter @ Stealth,Cambridge - Engineering,Exploring whether climate is a space worth committing to.,2026-01-29T21:53:08Z,applied,Probably not serious.
Keiko,Parker,Chicago,https://linkedin.com/in/keikoparker,keikoparker@outlook.com,Airbnb,MBA Candidate @ Nonprofit,NYU - Marketing,I want to meet interesting people.,2026-01-15T14:03:46Z,applied,
Lucas,Turner,Chicago,https://linkedin.com/in/lucasturner,lturner@outlook.com,Talent Lead at Consulting Firm,,MIT - Engineering,Exploring whether climate companies hire differently.,2026-02-08T12:58:56Z,applied,VC attendee.
Omar,Phillips,Austin TX,https://linkedin.com/in/omarphillips,omar1925@outlook.com,Backend Engineer,Software Engineer at Stripe,Oxford - PPE,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-03T17:17:38Z,applied,
Sienna,Thomas,Berlin,https://linkedin.com/in/siennathomas,sienna.thomas@yahoo.com,Shopify,AI Researcher,,Exploring whether climate is a space worth committing to.,2026-01-28T12:38:30Z,applied,
Marcus,King,Paris,https://linkedin.com/in/marcusking,marcus.king@gmail.com,Product Manager (non-technical) @ Stripe,,NYU - Marketing,Considering building something but still ideating.,2026-01-06T00:39:05Z,applied,VC attendee.
Chloe,King,Berlin,https://linkedin.com/in/chloeking,chloe1928@gmail.com,Data Scientist @ Airbnb,Self-employed,State University - Business,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-28T06:24:06Z,applied,
Ivy,Parker,USA,https://linkedin.com/in/ivyparker,ivy1929@yahoo.com,Business Development @ Coinbase,CTO at Stripe,Oxford - PPE,I want to meet interesting people.,2026-01-14T01:56:31Z,accepted,
Morgan,Perez,Paris,https://linkedin.com/in/morganperez,mperez@yahoo.com,ML Engineer @ Consulting Firm,,Cambridge - Engineering,I'm a technical founder exploring climate SaaS opportunities.,2026-02-03T02:18:37Z,applied,
Claire,Wright,Canada,https://linkedin.com/in/clairewright,claire.wright@outlook.com,MBA Candidate,Operations Manager,High School Senior,Mostly here to learn and see what people are working on.,2026-02-06T21:07:27Z,declined,
Aiden,Chen,Bay Area,https://linkedin.com/in/aidenchen,achen@outlook.com,Chief of Staff,Talent Lead,Community College,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-01-30T09:26:57Z,applied,
Chloe,Lee,Boston,,clee@yahoo.com,Product Manager (non-technical) @ VC Fund,,UCLA - Design,Just curious about the startup scene.,2026-02-05T08:03:05Z,applied,
Isabella,Baker,Austin TX,https://linkedin.com/in/isabellabaker,isabella1934@outlook.com,Backend Engineer @ Coinbase,,State University - Business,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-08T01:16:14Z,applied,
Lucas,Lopez,Denver,https://linkedin.com/in/lucaslopez,lucaslopez@outlook.com,Talent Lead @ Airbnb,,UCLA - Design,Just expanding my network.,2026-01-12T13:23:18Z,confirmed,
Jackson,Hill,FL,https://linkedin.com/in/jacksonhill,jacksonhill@yahoo.com,Nonprofit,Venture Associate at Nonprofit,NYU - Marketing,Just curious about the startup scene.,2026-01-29T17:10:18Z,applied,Operator profile.
Daniel,Wilson,USA,,danielwilson@protonmail.com,Student,Venture Associate @ Self-employed,UCLA - Design,Mostly here to learn and see what people are working on.,2026-01-12T10:52:09Z,accepted,
Aisha,Robinson,FL,https://linkedin.com/in/aisharobinson,aisha.robinson@outlook.com,Backend Engineer at Self-employed,Venture Associate at Nonprofit,Oxford - PPE,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-28T13:04:21Z,accepted,Probably not serious.
Eli,Patel,IL,https://linkedin.com/in/elipatel,eli1939@outlook.com,Technical Co-founder @ Airbnb,,,I'm a technical founder exploring climate SaaS opportunities.,2026-02-12T07:16:33Z,accepted,
Amir,Carter,NYC,,amircarter@yahoo.com,Software Engineer at Consulting Firm,,Community College,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-17T03:35:35Z,confirmed,
Isabella,Martin,CO,https://linkedin.com/in/isabellamartin,isabellamartin@yahoo.com,Microsoft,Stripe,High School Senior,I'm exploring startup careers and curious about climate.,2026-01-05T10:52:28Z,applied,
Sofia,Brown,WA,https://linkedin.com/in/sofiabrown,sbrown@yahoo.com,Startup Founder (exploring),,Oxford - PPE,Just curious about the startup scene.,2026-01-17T19:12:47Z,applied,
Omar,Thompson,Los Angeles,https://linkedin.com/in/omarthompson,omar.thompson@gmail.com,Consulting Firm,Early-stage startup,UCLA - Design,Considering building something but still ideating.,2026-02-13T11:44:49Z,applied,Probably not serious.
Liam,Robinson,,https://linkedin.com/in/liamrobinson,liamrobinson@yahoo.com,Chief of Staff at Microsoft,Student at Nonprofit,Oxford - PPE,"Not sure yet, just checking out the ecosystem.",2026-01-20T19:39:01Z,applied,
Anika,Hall,MA,https://linkedin.com/in/anikahall,anika.hall@gmail.com,Backend Engineer,Family Office,UCLA - Design,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-22T03:43:28Z,confirmed,
Theo,Singh,Bay Area,https://linkedin.com/in/theosingh,theo.singh@yahoo.com,Startup Founder (exploring) at Stealth,,Cambridge - Engineering,I want to meet interesting people.,2026-02-10T23:22:56Z,confirmed,
Sara,Kim,Seattle,https://linkedin.com/in/sarakim,sara.kim@outlook.com,Startup Founder (exploring) @ Stealth,Google,State University - Business,I want to meet interesting people.,2026-02-02T21:46:26Z,applied,
Yuki,Chen,WA,https://linkedin.com/in/yukichen,yuki1948@yahoo.com,Sales Director,,High School Senior,I don't have a concrete idea yet but want exposure.,2026-01-18T17:25:23Z,accepted,
Arjun,Evans,USA,,arjunevans@protonmail.com,Backend Engineer @ Coinbase,,UCLA - Design,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-14T21:59:16Z,accepted,
Lucas,Adams,TX,,lucasadams@yahoo.com,Sales Director at Stealth,CTO @ Stripe,UCLA - Design,I want to meet interesting people.,2026-02-14T16:31:50Z,accepted,VC attendee.
Amir,Johnson,London,,amir1951@protonmail.com,Amazon,,MIT - Engineering,Exploring whether climate is a space worth committing to.,2026-02-06T10:36:52Z,applied,
Adam,Allen,CO,https://linkedin.com/in/adamallen,adam.allen@outlook.com,Startup Founder (exploring) @ Airbnb,,Community College,Exploring whether climate is a space worth committing to.,2026-02-04T07:54:30Z,applied,
Diego,Perez,USA,,dperez@yahoo.com,CTO at Stealth,,Community College,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-15T10:40:04Z,applied,
Theo,Clark,LA,https://linkedin.com/in/theoclark,theoclark@yahoo.com,Backend Engineer @ VC Fund,Data Scientist @ Microsoft,State University - Business,I'm a technical founder exploring climate SaaS opportunities.,2026-01-24T14:20:29Z,applied,
Noah,Nelson,TX,https://linkedin.com/in/noahnelson,noah1955@gmail.com,Amazon,Recruiter,Stanford - CS,I want to meet interesting people.,2026-02-19T05:30:44Z,confirmed,
Amir,Green,Miami,https://linkedin.com/in/amirgreen,agreen@outlook.com,Student at Self-employed,,Cambridge - Engineering,I don't have a concrete idea yet but want exposure.,2026-01-30T15:15:00Z,applied,Operator profile.
Logan,Nguyen,LA,https://linkedin.com/in/logannguyen,logan1957@outlook.com,Venture Associate @ Stealth,Software Engineer at Nonprofit,UCLA - Design,"Honestly, I just like meeting founders and seeing what people are building.",2026-01-04T04:53:12Z,confirmed,
Valeria,Lopez,LA,,valeria.lopez@gmail.com,Recruiter,Business Development,,Just expanding my network.,2026-02-05T02:21:41Z,applied,
Eli,King,WA,,eli1959@gmail.com,MBA Candidate,Community Lead at Google,Community College,Just curious about the startup scene.,2026-02-19T00:48:25Z,applied,
Liam,Wilson,Berlin,https://linkedin.com/in/liamwilson,liam1960@yahoo.com,Self-employed,Operations Manager,Cambridge - Engineering,Considering building something but still ideating.,2026-02-09T03:26:10Z,accepted,Probably not serious.
Fatima,Hernandez,Toronto,https://linkedin.com/in/fatimahernandez,fatimahernandez@outlook.com,Consulting Firm,,UCLA - Design,I want to meet interesting people.,2026-02-13T11:39:16Z,applied,
Elena,Hill,LA,https://linkedin.com/in/elenahill,elena.hill@outlook.com,Student @ Coinbase,,Community College,Trying to figure out if climate tech is where I should build my career.,2026-01-04T17:08:44Z,accepted,Student exploring.
Casey,King,Los Angeles,https://linkedin.com/in/caseyking,caseyking@yahoo.com,Business Development @ Coinbase,Marketing Manager at Consulting Firm,High School Senior,I don't have a concrete idea yet but want exposure.,2026-01-09T16:11:42Z,applied,Student exploring.
Daniel,Scott,MA,https://linkedin.com/in/danielscott,daniel.scott@protonmail.com,Policy Analyst at Consulting Firm,Technical Co-founder at VC Fund,NYU - Marketing,I want to meet interesting people.,2026-01-03T08:56:40Z,applied,
Kiran,Allen,LA,https://linkedin.com/in/kiranallen,kallen@yahoo.com,Backend Engineer,Google,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-16T17:31:56Z,confirmed,
Ivy,Lopez,Paris,https://linkedin.com/in/ivylopez,ivy.lopez@yahoo.com,Software Engineer @ VC Fund,Policy Analyst @ Coinbase,Harvard - Economics,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-02T08:02:33Z,applied,
Noah,Hernandez,MA,https://linkedin.com/in/noahhernandez,noah1967@protonmail.com,Data Scientist @ Coinbase,Stealth,MIT - Engineering,I'm a technical founder exploring climate SaaS opportunities.,2026-01-31T22:59:21Z,accepted,
Hannah,Wilson,USA,,hannah.wilson@gmail.com,Product Manager (non-technical),,High School Senior,Mostly here to learn and see what people are working on.,2026-02-21T00:07:44Z,applied,Probably not serious.
Priya,Martinez,CA,https://linkedin.com/in/priyamartinez,pmartinez@gmail.com,Student,,Cambridge - Engineering,Trying to figure out if climate tech is where I should build my career.,2026-01-10T04:19:21Z,applied,
Theo,Anderson,,https://linkedin.com/in/theoanderson,theoanderson@yahoo.com,Amazon,,Community College,I want to meet interesting people.,2026-01-01T15:36:22Z,applied,
Nina,Edwards,Seattle,https://linkedin.com/in/ninaedwards,nina1971@gmail.com,Community Lead @ Airbnb,Policy Analyst,State University - Business,Considering building something but still ideating.,2026-01-31T21:52:48Z,confirmed,
Lucas,Allen,SF,,lucas.allen@protonmail.com,Talent Lead at Airbnb,,State University - Business,Just expanding my network.,2026-01-01T19:50:55Z,accepted,
Ben,Taylor,CA,https://linkedin.com/in/bentaylor,ben.taylor@gmail.com,Shopify,Talent Lead at Airbnb,UCLA - Design,Just curious about the startup scene.,2026-02-01T15:35:28Z,applied,
Hannah,Martin,MA,https://linkedin.com/in/hannahmartin,hmartin@protonmail.com,Business Development @ Consulting Firm,,Community College,I want to meet interesting people.,2026-02-11T17:32:42Z,applied,
Camila,Phillips,FL,https://linkedin.com/in/camilaphillips,camilaphillips@yahoo.com,Nonprofit,,,Exploring whether climate is a space worth committing to.,2026-02-09T20:07:19Z,applied,
Taylor,Phillips,Denver,https://linkedin.com/in/taylorphillips,taylorphillips@yahoo.com,CTO at University,,,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-12T03:48:20Z,confirmed,
Logan,Kim,Seattle,https://linkedin.com/in/logankim,logankim@protonmail.com,Consulting Firm,Student,UCLA - Design,Just curious about the startup scene.,2026-02-03T00:44:15Z,accepted,
Rahul,Cho,TX,,rahulcho@outlook.com,AI Researcher @ Amazon,,Community College,I'm a technical founder exploring climate SaaS opportunities.,2026-01-30T17:38:44Z,applied,
Logan,Lopez,LA,https://linkedin.com/in/loganlopez,logan.lopez@gmail.com,Talent Lead at Stealth,,Community College,Exploring whether climate companies hire differently.,2026-01-24T01:31:44Z,applied,
Logan,Allen,CO,https://linkedin.com/in/loganallen,logan1980@yahoo.com,Data Scientist at University,Chief of Staff,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-24T08:47:48Z,applied,Probably not serious.
Rahul,Baker,London,https://linkedin.com/in/rahulbaker,rahulbaker@gmail.com,Venture Associate @ Stealth,Talent Lead at Early-stage startup,MIT - Engineering,Exploring a new climate thesis around industrial decarbonization.,2026-02-09T05:50:53Z,accepted,
Liam,Moore,SF,https://linkedin.com/in/liammoore,lmoore@outlook.com,Product Manager (non-technical) @ Shopify,,,Just curious about the startup scene.,2026-01-02T07:37:08Z,accepted,Likely strong founder.
Taylor,Robinson,IL,https://linkedin.com/in/taylorrobinson,taylor.robinson@outlook.com,Startup Founder (exploring) at Family Office,,Cambridge - Engineering,Considering building something but still ideating.,2026-01-13T16:12:19Z,confirmed,Student exploring.
Jackson,Campbell,FL,https://linkedin.com/in/jacksoncampbell,jackson1984@gmail.com,Talent Lead at Coinbase,Student at Family Office,Stanford - CS,Exploring whether climate companies hire differently.,2026-02-16T14:08:11Z,applied,Student exploring.
Lucas,Allen,Bay Area,https://linkedin.com/in/lucasallen,lucas.allen@outlook.com,Operations Manager @ Consulting Firm,,Community College,Exploring operator roles in mission-driven startups.,2026-02-22T08:57:28Z,applied,
Arjun,Edwards,WA,https://linkedin.com/in/arjunedwards,arjunedwards@yahoo.com,Consulting Firm,,Community College,Just curious about the startup scene.,2026-01-19T11:32:01Z,applied,
Sienna,Evans,SF,https://linkedin.com/in/siennaevans,siennaevans@outlook.com,Business Development,,UCLA - Design,Exploring whether climate is a space worth committing to.,2026-01-25T18:28:56Z,confirmed,
Riley,Johnson,,https://linkedin.com/in/rileyjohnson,riley1988@yahoo.com,Community Lead at Google,Sales Director at Shopify,Harvard - Economics,Exploring whether climate is a space worth committing to.,2026-01-25T15:31:59Z,applied,VC attendee.
Noah,Mehta,Berlin,https://linkedin.com/in/noahmehta,noah1989@yahoo.com,Community Lead,Backend Engineer at Google,NYU - Marketing,Considering building something but still ideating.,2026-01-26T11:26:06Z,confirmed,
Kiran,King,MA,,kiranking@yahoo.com,Nonprofit,,Community College,Considering building something but still ideating.,2026-01-27T10:26:33Z,applied,
Theo,Torres,SF,https://linkedin.com/in/theotorres,theotorres@gmail.com,Software Engineer at Shopify,Data Scientist at Coinbase,Stanford - CS,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-31T21:03:30Z,applied,Student exploring.
Sophia,Young,Bay Area,https://linkedin.com/in/sophiayoung,syoung@protonmail.com,Operations Manager @ Airbnb,Full Stack Engineer at Stealth,High School Senior,Mostly here to learn and see what people are working on.,2026-02-02T23:20:48Z,applied,
Adam,Walker,TX,,adam1993@outlook.com,Policy Analyst,,Oxford - PPE,Considering building something but still ideating.,2026-02-09T13:05:02Z,accepted,
Becca,Gonzalez,WA,https://linkedin.com/in/beccagonzalez,beccagonzalez@gmail.com,AI Researcher at Nonprofit,,High School Senior,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-16T18:42:25Z,confirmed,VC attendee.
Aisha,Ramirez,USA,https://linkedin.com/in/aisharamirez,aisha.ramirez@protonmail.com,Student @ Consulting Firm,Chief of Staff at Self-employed,Harvard - Economics,I don't have a concrete idea yet but want exposure.,2026-02-02T19:45:25Z,applied,Probably not serious.
Noor,Campbell,"San Francisco, CA",https://linkedin.com/in/noorcampbell,noorcampbell@yahoo.com,Marketing Manager @ Coinbase,,High School Senior,Mostly here to learn and see what people are working on.,2026-01-22T21:01:29Z,applied,
Priya,Lopez,CA,https://linkedin.com/in/priyalopez,priya.lopez@outlook.com,Startup Founder (exploring) at Early-stage startup,,Stanford - CS,I want to meet interesting people.,2026-01-03T17:46:16Z,applied,
Casey,Davis,"San Francisco, CA",https://linkedin.com/in/caseydavis,casey1998@outlook.com,Data Scientist at University,ML Engineer @ Airbnb,,Curious whether distributed systems problems show up in climate infra.,2026-02-07T18:16:33Z,applied,
Valeria,Adams,CA,,vadams@gmail.com,Angel Investor,ML Engineer,Harvard - Economics,Evaluating whether climate is too crowded for new capital.,2026-01-03T18:36:53Z,accepted,
Rahul,Wilson,TX,https://linkedin.com/in/rahulwilson,rahul.wilson@yahoo.com,Chief of Staff at Stealth,,Community College,"Not sure yet, just checking out the ecosystem.",2026-01-06T11:50:41Z,confirmed,
Lucas,Martinez,Canada,,lucas.martinez@gmail.com,Sales Director @ Self-employed,,,I want to meet interesting people.,2026-01-26T02:57:39Z,accepted,
Chloe,Robinson,Miami,https://linkedin.com/in/chloerobinson,chloe2002@protonmail.com,Data Scientist at Early-stage startup,MBA Candidate @ Airbnb,Cambridge - Engineering,Curious whether distributed systems problems show up in climate infra.,2026-01-20T10:24:39Z,applied,
Sienna,Anderson,"San Francisco, CA",,sanderson@yahoo.com,Marketing Manager,Policy Analyst @ Shopify,State University - Business,Just curious about the startup scene.,2026-01-03T21:53:31Z,accepted,Likely strong founder.
Olivia,Thompson,Canada,https://linkedin.com/in/oliviathompson,olivia.thompson@gmail.com,MBA Candidate @ Consulting Firm,Consulting Firm,NYU - Marketing,Considering building something but still ideating.,2026-01-13T06:43:07Z,applied,Student exploring.
Taylor,Ramirez,London,https://linkedin.com/in/taylorramirez,taylor2005@protonmail.com,Angel Investor @ Consulting Firm,Software Engineer at University,Cambridge - Engineering,Exploring a new climate thesis around industrial decarbonization.,2026-01-25T15:22:22Z,applied,VC attendee.
Lucas,Lopez,New York,,lucas.lopez@outlook.com,Chief of Staff at Microsoft,Chief of Staff at Nonprofit,Oxford - PPE,Exploring operator roles in mission-driven startups.,2026-01-07T16:55:44Z,accepted,
Anika,Cho,CO,,acho@protonmail.com,Business Development at Stripe,Angel Investor,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-02-01T21:20:21Z,applied,
Sandeep,Hill,CA,,sandeep.hill@yahoo.com,Airbnb,Talent Lead @ University,NYU - Marketing,Exploring whether climate is a space worth committing to.,2026-02-15T07:50:11Z,applied,Operator profile.
Adam,Cho,Miami,https://linkedin.com/in/adamcho,acho@gmail.com,Angel Investor @ Coinbase,Venture Associate at VC Fund,Harvard - Economics,Exploring a new climate thesis around industrial decarbonization.,2026-01-16T00:42:10Z,applied,
Keiko,Nguyen,Remote,https://linkedin.com/in/keikonguyen,keiko.nguyen@yahoo.com,Marketing Manager,Recruiter @ Consulting Firm,State University - Business,I want to meet interesting people.,2026-01-24T03:26:35Z,applied,
Logan,Lee,TX,https://linkedin.com/in/loganlee,llee@outlook.com,Marketing Manager @ Family Office,,Harvard - Economics,Considering building something but still ideating.,2026-01-26T19:59:27Z,applied,
Jackson,Young,Seattle,https://linkedin.com/in/jacksonyoung,jackson2012@outlook.com,Angel Investor @ Nonprofit,Startup Founder (exploring) @ Shopify,Harvard - Economics,"Honestly, I just like meeting founders and seeing what people are building.",2026-02-18T03:48:35Z,confirmed,
Grace,Lee,FL,,grace2013@yahoo.com,Talent Lead at Early-stage startup,Data Scientist,State University - Business,Just expanding my network.,2026-02-10T13:25:07Z,applied,
Becca,Wright,Remote,https://linkedin.com/in/beccawright,beccawright@yahoo.com,CTO at Microsoft,Nonprofit,NYU - Marketing,Curious whether distributed systems problems show up in climate infra.,2026-01-17T00:34:46Z,declined,
Jackson,Mitchell,"San Francisco, CA",https://linkedin.com/in/jacksonmitchell,jackson.mitchell@protonmail.com,Technical Co-founder @ VC Fund,,Oxford - PPE,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-06T00:24:13Z,applied,
Rahul,Clark,CA,https://linkedin.com/in/rahulclark,rclark@yahoo.com,Data Scientist @ Family Office,Coinbase,MIT - Engineering,I'm a technical founder exploring climate SaaS opportunities.,2026-02-01T09:05:27Z,applied,
Jun,Patel,,,junpatel@yahoo.com,Airbnb,,Harvard - Economics,I want to meet interesting people.,2026-02-18T09:46:31Z,applied,Operator profile.
Theo,Allen,CO,https://linkedin.com/in/theoallen,theo2018@gmail.com,Community Lead @ VC Fund,,State University - Business,I want to meet interesting people.,2026-01-03T23:41:53Z,confirmed,
Ethan,Brown,CO,,ebrown@yahoo.com,Chief of Staff at Amazon,,Harvard - Economics,Exploring operator roles in mission-driven startups.,2026-02-06T02:10:21Z,confirmed,
Sara,Wilson,TX,,sara.wilson@outlook.com,AI Researcher @ Google,,Oxford - PPE,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-18T13:10:51Z,applied,VC attendee.
Logan,Lewis,FL,https://linkedin.com/in/loganlewis,llewis@yahoo.com,Data Scientist @ Family Office,,Harvard - Economics,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-21T19:34:53Z,accepted,
Grace,Walker,Seattle,https://linkedin.com/in/gracewalker,grace2022@protonmail.com,ML Engineer at Stealth,MBA Candidate,UCLA - Design,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-08T00:56:19Z,applied,
Arjun,Thomas,CA,https://linkedin.com/in/arjunthomas,arjunthomas@gmail.com,Marketing Manager at VC Fund,,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-01-31T15:43:52Z,applied,
Ivy,Johnson,New York,https://linkedin.com/in/ivyjohnson,ivyjohnson@protonmail.com,Student @ University,Microsoft,MIT - Engineering,Trying to figure out if climate tech is where I should build my career.,2026-01-13T19:07:40Z,confirmed,Probably not serious.
Sara,Taylor,Los Angeles,https://linkedin.com/in/sarataylor,staylor@yahoo.com,Policy Analyst @ University,Angel Investor at Family Office,Cambridge - Engineering,I want to meet interesting people.,2026-02-18T23:54:43Z,applied,
Aisha,Turner,Remote,https://linkedin.com/in/aishaturner,aisha2026@yahoo.com,Angel Investor @ Microsoft,Venture Associate at Stealth,NYU - Marketing,Evaluating whether climate is too crowded for new capital.,2026-01-27T17:26:41Z,declined,
Sam,Brown,Chicago,https://linkedin.com/in/sambrown,sambrown@protonmail.com,Stripe,Chief of Staff at Amazon,Stanford - CS,Exploring whether climate is a space worth committing to.,2026-01-30T18:13:05Z,applied,
Logan,Collins,Canada,https://linkedin.com/in/logancollins,logan.collins@outlook.com,Community Lead at VC Fund,,MIT - Engineering,Considering building something but still ideating.,2026-01-06T10:08:32Z,applied,
Yuki,Collins,WA,,yukicollins@outlook.com,Chief of Staff @ Coinbase,,UCLA - Design,Curious about supply chain and deployment challenges in climate.,2026-01-21T12:10:24Z,applied,Operator profile.
Becca,Moore,London,https://linkedin.com/in/beccamoore,bmoore@gmail.com,Talent Lead @ Stripe,Product Manager (non-technical) @ Family Office,NYU - Marketing,Looking to build relationships with founders who will need early hires.,2026-02-17T02:52:09Z,confirmed,
Jamie,Mitchell,WA,,jmitchell@gmail.com,Product Manager (non-technical) @ Google,Technical Co-founder at Google,Stanford - CS,Just curious about the startup scene.,2026-01-09T17:13:44Z,applied,
Camila,Lewis,Canada,,camilalewis@outlook.com,Backend Engineer @ VC Fund,Policy Analyst at Family Office,Oxford - PPE,I'm a technical founder exploring climate SaaS opportunities.,2026-01-18T00:17:04Z,accepted,
Taylor,Hill,FL,https://linkedin.com/in/taylorhill,thill@yahoo.com,Airbnb,,Community College,Just curious about the startup scene.,2026-01-23T10:59:05Z,applied,
Nina,Campbell,CA,,ninacampbell@protonmail.com,Sales Director @ Early-stage startup,Technical Co-founder @ Stealth,State University - Business,Considering building something but still ideating.,2026-01-31T03:35:29Z,applied,
Anika,Mehta,Berlin,https://linkedin.com/in/anikamehta,amehta@protonmail.com,Consulting Firm,Marketing Manager,Community College,Just curious about the startup scene.,2026-02-21T08:25:43Z,applied,
Noor,Parker,"San Francisco, CA",https://linkedin.com/in/noorparker,nparker@protonmail.com,ML Engineer at Amazon,Community Lead at Early-stage startup,NYU - Marketing,I'm a technical founder exploring climate SaaS opportunities.,2026-01-07T17:02:40Z,applied,
Rahul,Ramirez,New York,https://linkedin.com/in/rahulramirez,rramirez@gmail.com,Family Office,Technical Co-founder @ Family Office,MIT - Engineering,Considering building something but still ideating.,2026-01-13T22:48:22Z,applied,
Noor,Chen,Boston,https://linkedin.com/in/noorchen,noor.chen@gmail.com,Amazon,,Oxford - PPE,Considering building something but still ideating.,2026-01-03T21:11:55Z,applied,Student exploring.
Jamie,Robinson,Chicago,https://linkedin.com/in/jamierobinson,jrobinson@outlook.com,AI Researcher @ Consulting Firm,Marketing Manager @ VC Fund,Community College,I'm a technical founder exploring climate SaaS opportunities.,2026-01-10T10:12:59Z,applied,Likely strong founder.
Noah,Adams,Berlin,,noah2040@protonmail.com,Technical Co-founder @ Airbnb,,Oxford - PPE,Curious whether distributed systems problems show up in climate infra.,2026-02-05T04:47:58Z,applied,
